Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
KE-100055,6/14/2025,Kenya,P4001,Skincare Kit,Personal Care,50,10,28,15,Cash,46-55,Female,Nairobi,Rep 5
KE-100056,11/28/2025,Kenya,P1001,Smartphone X,Electronics,800,9,620,15,Mobile Payment,18-25,Female,Nairobi,Rep 4
KE-100057,1/2/2025,Kenya,P1002,Laptop Air,Electronics,1100,4,880,15,Mobile Payment,36-45,Female,Nairobi,Rep 16
KE-100058,5/1/2025,Kenya,P2003,Organic Honey,Grocery,15,7,9,15,Credit Card,36-45,Male,Nairobi,Rep 6
KE-100059,7/8/2025,Kenya,P2003,Organic Honey,Grocery,15,5,9,15,Credit Card,36-45,Female,Kisumu,Rep 19
KE-100060,10/23/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,7,165,15,Mobile Payment,26-35,Female,Kisumu,Rep 17
KE-100061,10/24/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,8,95,0,Debit Card,36-45,Female,Nakuru,Rep 9
KE-100062,11/18/2025,Kenya,P2003,Organic Honey,Grocery,15,8,9,5,Cash,18-25,Male,Kisumu,Rep 3
KE-100063,5/11/2025,Kenya,P1001,Smartphone X,Electronics,800,2,620,15,Mobile Payment,36-45,Female,Nairobi,Rep 17
KE-100064,1/19/2025,Kenya,P1002,Laptop Air,Electronics,1100,2,880,10,Debit Card,18-25,Female,Nakuru,Rep 19
KE-100065,6/29/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,7,95,5,Cash,36-45,Male,Kisumu,Rep 7
KE-100066,5/25/2025,Kenya,P2004,Spices Pack,Grocery,9,10,4,5,Debit Card,18-25,Male,Nairobi,Rep 7
KE-100067,9/16/2025,Kenya,P1001,Smartphone X,Electronics,800,7,620,5,Credit Card,36-45,Male,Nairobi,Rep 19
KE-100068,2/3/2025,Kenya,P4001,Skincare Kit,Personal Care,50,8,28,15,Cash,36-45,Male,Kisumu,Rep 8
KE-100069,1/16/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,3,95,5,Credit Card,26-35,Male,Kisumu,Rep 18
KE-100070,6/15/2025,Kenya,P1001,Smartphone X,Electronics,800,6,620,0,Mobile Payment,18-25,Female,Kisumu,Rep 7
KE-100071,2/6/2025,Kenya,P1002,Laptop Air,Electronics,1100,1,880,15,Credit Card,46-55,Female,Kisumu,Rep 17
KE-100072,2/25/2025,Kenya,P3002,Blender Pro,Home Appliances,120,4,85,15,Cash,18-25,Male,Nairobi,Rep 9
KE-100073,2/27/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,8,165,5,Mobile Payment,46-55,Female,Nakuru,Rep 7
KE-100074,12/16/2025,Kenya,P1001,Smartphone X,Electronics,800,4,620,10,Credit Card,46-55,Female,Nakuru,Rep 19
KE-100075,1/30/2025,Kenya,P1002,Laptop Air,Electronics,1100,1,880,5,Mobile Payment,36-45,Male,Nakuru,Rep 8
KE-100076,6/7/2025,Kenya,P1002,Laptop Air,Electronics,1100,2,880,0,Credit Card,36-45,Male,Nakuru,Rep 15
KE-100077,7/6/2025,Kenya,P1002,Laptop Air,Electronics,1100,8,880,15,Credit Card,26-35,Female,Kisumu,Rep 2
KE-100078,1/20/2025,Kenya,P4001,Skincare Kit,Personal Care,50,8,28,10,Mobile Payment,18-25,Female,Nairobi,Rep 2
KE-100079,10/16/2025,Kenya,P3002,Blender Pro,Home Appliances,120,8,85,10,Mobile Payment,46-55,Male,Kisumu,Rep 12
KE-100080,7/4/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,1,95,0,Mobile Payment,36-45,Female,Nairobi,Rep 19
KE-100081,10/4/2025,Kenya,P2004,Spices Pack,Grocery,9,3,4,5,Debit Card,36-45,Male,Nakuru,Rep 13
KE-100082,2/4/2025,Kenya,P3002,Blender Pro,Home Appliances,120,8,85,15,Credit Card,46-55,Male,Nairobi,Rep 16
KE-100083,3/28/2025,Kenya,P4001,Skincare Kit,Personal Care,50,4,28,15,Credit Card,46-55,Male,Nakuru,Rep 13
KE-100084,9/4/2025,Kenya,P4001,Skincare Kit,Personal Care,50,2,28,0,Debit Card,46-55,Male,Nairobi,Rep 11
KE-100085,1/2/2025,Kenya,P3002,Blender Pro,Home Appliances,120,4,85,5,Credit Card,26-35,Male,Nairobi,Rep 10
KE-100086,6/10/2025,Kenya,P1002,Laptop Air,Electronics,1100,4,880,10,Debit Card,26-35,Female,Nairobi,Rep 5
KE-100087,7/22/2025,Kenya,P3002,Blender Pro,Home Appliances,120,8,85,15,Cash,36-45,Female,Nairobi,Rep 7
KE-100088,3/1/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,4,165,0,Debit Card,46-55,Female,Kisumu,Rep 11
KE-100089,10/27/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,7,95,5,Mobile Payment,26-35,Female,Nakuru,Rep 7
KE-100090,1/10/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,1,20,0,Cash,46-55,Male,Kisumu,Rep 14
KE-100091,6/24/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,1,165,0,Cash,18-25,Male,Kisumu,Rep 15
KE-100092,3/24/2025,Kenya,P1001,Smartphone X,Electronics,800,8,620,15,Credit Card,18-25,Male,Kisumu,Rep 17
KE-100093,11/28/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,6,165,0,Mobile Payment,26-35,Female,Nairobi,Rep 18
KE-100094,8/21/2025,Kenya,P2004,Spices Pack,Grocery,9,3,4,5,Cash,46-55,Male,Nakuru,Rep 9
KE-100095,10/29/2025,Kenya,P1001,Smartphone X,Electronics,800,8,620,5,Debit Card,36-45,Female,Nairobi,Rep 8
KE-100096,11/11/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,4,95,10,Credit Card,36-45,Female,Nairobi,Rep 5
KE-100097,5/19/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,4,95,10,Debit Card,18-25,Female,Nairobi,Rep 18
KE-100098,10/30/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,4,95,10,Credit Card,36-45,Female,Nairobi,Rep 9
KE-100099,5/9/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,7,95,15,Debit Card,26-35,Female,Nairobi,Rep 1
KE-100100,4/10/2025,Kenya,P2003,Organic Honey,Grocery,15,6,9,10,Credit Card,36-45,Female,Nairobi,Rep 15
KE-100101,8/23/2025,Kenya,P4001,Skincare Kit,Personal Care,50,3,28,15,Credit Card,46-55,Male,Kisumu,Rep 1
KE-100102,4/2/2025,Kenya,P2004,Spices Pack,Grocery,9,1,4,0,Cash,36-45,Male,Nairobi,Rep 6
KE-100103,6/11/2025,Kenya,P4001,Skincare Kit,Personal Care,50,5,28,10,Credit Card,18-25,Male,Kisumu,Rep 8
KE-100104,7/6/2025,Kenya,P1001,Smartphone X,Electronics,800,3,620,10,Debit Card,36-45,Female,Kisumu,Rep 18
KE-100105,7/19/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,3,95,5,Credit Card,36-45,Female,Nairobi,Rep 2
KE-100106,8/31/2025,Kenya,P3002,Blender Pro,Home Appliances,120,3,85,15,Mobile Payment,46-55,Male,Kisumu,Rep 17
KE-100107,2/22/2025,Kenya,P2004,Spices Pack,Grocery,9,9,4,15,Debit Card,18-25,Male,Nairobi,Rep 4
KE-100108,5/30/2025,Kenya,P3002,Blender Pro,Home Appliances,120,3,85,15,Credit Card,26-35,Female,Nakuru,Rep 12
KE-100109,10/21/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,4,20,0,Cash,18-25,Male,Kisumu,Rep 1
KE-100110,3/9/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,4,95,5,Cash,18-25,Male,Kisumu,Rep 3
KE-100111,12/7/2025,Kenya,P2004,Spices Pack,Grocery,9,9,4,15,Mobile Payment,18-25,Male,Nairobi,Rep 12
KE-100112,7/15/2025,Kenya,P4001,Skincare Kit,Personal Care,50,7,28,0,Cash,18-25,Male,Nakuru,Rep 2
KE-100113,1/6/2025,Kenya,P1001,Smartphone X,Electronics,800,7,620,5,Mobile Payment,36-45,Male,Nairobi,Rep 14
KE-100114,1/23/2025,Kenya,P1002,Laptop Air,Electronics,1100,5,880,10,Debit Card,26-35,Male,Kisumu,Rep 4
KE-100115,7/23/2025,Kenya,P2004,Spices Pack,Grocery,9,1,4,5,Credit Card,46-55,Female,Nairobi,Rep 12
KE-100116,1/18/2025,Kenya,P3002,Blender Pro,Home Appliances,120,4,85,15,Mobile Payment,46-55,Female,Nairobi,Rep 18
KE-100117,12/10/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,2,95,5,Credit Card,18-25,Male,Nakuru,Rep 1
KE-100118,3/15/2025,Kenya,P1002,Laptop Air,Electronics,1100,6,880,10,Mobile Payment,36-45,Male,Nairobi,Rep 1
KE-100119,2/10/2025,Kenya,P2004,Spices Pack,Grocery,9,3,4,10,Credit Card,36-45,Female,Kisumu,Rep 7
KE-100120,3/8/2025,Kenya,P3002,Blender Pro,Home Appliances,120,8,85,15,Debit Card,18-25,Male,Nairobi,Rep 10
KE-100121,3/29/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,4,20,10,Mobile Payment,46-55,Male,Nakuru,Rep 4
KE-100122,1/29/2025,Kenya,P1002,Laptop Air,Electronics,1100,5,880,10,Cash,36-45,Male,Nakuru,Rep 13
KE-100123,2/21/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,7,20,15,Cash,46-55,Female,Nakuru,Rep 9
KE-100124,11/6/2025,Kenya,P2003,Organic Honey,Grocery,15,3,9,5,Credit Card,46-55,Female,Nakuru,Rep 6
KE-100125,8/26/2025,Kenya,P1001,Smartphone X,Electronics,800,1,620,10,Credit Card,36-45,Male,Kisumu,Rep 18
KE-100126,4/28/2025,Kenya,P2004,Spices Pack,Grocery,9,3,4,10,Debit Card,46-55,Male,Nakuru,Rep 13
KE-100127,5/1/2025,Kenya,P2003,Organic Honey,Grocery,15,7,9,0,Mobile Payment,46-55,Male,Nakuru,Rep 2
KE-100128,3/27/2025,Kenya,P3002,Blender Pro,Home Appliances,120,2,85,0,Mobile Payment,46-55,Female,Kisumu,Rep 17
KE-100129,6/28/2025,Kenya,P1002,Laptop Air,Electronics,1100,7,880,10,Credit Card,18-25,Male,Kisumu,Rep 8
KE-100130,11/7/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,7,95,5,Credit Card,36-45,Male,Nairobi,Rep 1
KE-100131,1/3/2025,Kenya,P2004,Spices Pack,Grocery,9,7,4,5,Cash,46-55,Female,Kisumu,Rep 10
KE-100132,6/29/2025,Kenya,P2004,Spices Pack,Grocery,9,6,4,10,Mobile Payment,46-55,Female,Kisumu,Rep 15
KE-100133,12/7/2025,Kenya,P1001,Smartphone X,Electronics,800,5,620,15,Debit Card,26-35,Male,Nairobi,Rep 17
KE-100134,3/30/2025,Kenya,P2004,Spices Pack,Grocery,9,8,4,15,Credit Card,36-45,Female,Kisumu,Rep 5
KE-100135,4/28/2025,Kenya,P2004,Spices Pack,Grocery,9,10,4,10,Debit Card,36-45,Female,Nairobi,Rep 14
KE-100136,8/10/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,6,165,15,Cash,36-45,Male,Kisumu,Rep 10
KE-100137,2/21/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,7,20,15,Cash,18-25,Female,Nakuru,Rep 16
KE-100138,3/26/2025,Kenya,P2003,Organic Honey,Grocery,15,4,9,5,Cash,46-55,Male,Kisumu,Rep 18
KE-100139,12/29/2025,Kenya,P1001,Smartphone X,Electronics,800,3,620,5,Debit Card,46-55,Female,Kisumu,Rep 18
KE-100140,2/12/2025,Kenya,P1001,Smartphone X,Electronics,800,10,620,10,Mobile Payment,46-55,Male,Nairobi,Rep 2
KE-100141,9/9/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,3,20,5,Mobile Payment,26-35,Female,Nakuru,Rep 19
KE-100142,8/20/2025,Kenya,P1001,Smartphone X,Electronics,800,4,620,5,Cash,36-45,Male,Nairobi,Rep 3
KE-100143,7/12/2025,Kenya,P1001,Smartphone X,Electronics,800,8,620,5,Cash,36-45,Female,Nakuru,Rep 4
KE-100144,7/30/2025,Kenya,P2004,Spices Pack,Grocery,9,9,4,0,Credit Card,36-45,Male,Kisumu,Rep 3
KE-100145,12/3/2025,Kenya,P1002,Laptop Air,Electronics,1100,4,880,10,Credit Card,46-55,Male,Kisumu,Rep 11
KE-100146,10/1/2025,Kenya,P3002,Blender Pro,Home Appliances,120,9,85,10,Debit Card,46-55,Female,Nakuru,Rep 7
KE-100147,9/17/2025,Kenya,P1001,Smartphone X,Electronics,800,4,620,0,Cash,18-25,Female,Kisumu,Rep 17
KE-100148,8/6/2025,Kenya,P1001,Smartphone X,Electronics,800,2,620,0,Credit Card,36-45,Male,Nairobi,Rep 7
KE-100149,7/19/2025,Kenya,P3002,Blender Pro,Home Appliances,120,8,85,15,Debit Card,26-35,Male,Nairobi,Rep 14
KE-100150,1/22/2025,Kenya,P1001,Smartphone X,Electronics,800,6,620,10,Credit Card,46-55,Male,Nairobi,Rep 5
KE-100151,6/24/2025,Kenya,P2003,Organic Honey,Grocery,15,6,9,5,Mobile Payment,36-45,Male,Kisumu,Rep 4
KE-100152,4/8/2025,Kenya,P1001,Smartphone X,Electronics,800,10,620,5,Credit Card,46-55,Female,Kisumu,Rep 19
KE-100153,6/12/2025,Kenya,P2003,Organic Honey,Grocery,15,4,9,10,Cash,36-45,Male,Nakuru,Rep 7
KE-100154,1/23/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,3,165,5,Cash,18-25,Female,Nakuru,Rep 1
KE-100155,6/6/2025,Kenya,P1001,Smartphone X,Electronics,800,4,620,10,Mobile Payment,26-35,Male,Kisumu,Rep 14
KE-100156,9/16/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,9,165,15,Credit Card,18-25,Female,Kisumu,Rep 4
KE-100157,6/3/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,4,165,0,Credit Card,36-45,Male,Nakuru,Rep 15
KE-100158,1/13/2025,Kenya,P2003,Organic Honey,Grocery,15,6,9,10,Credit Card,36-45,Female,Nakuru,Rep 16
KE-100159,6/11/2025,Kenya,P1002,Laptop Air,Electronics,1100,1,880,10,Debit Card,18-25,Female,Nairobi,Rep 5
KE-100160,2/3/2025,Kenya,P1002,Laptop Air,Electronics,1100,3,880,0,Cash,18-25,Male,Kisumu,Rep 10
KE-100161,7/22/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,5,95,10,Credit Card,36-45,Female,Nakuru,Rep 19
KE-100162,6/18/2025,Kenya,P1001,Smartphone X,Electronics,800,2,620,10,Credit Card,36-45,Female,Kisumu,Rep 19
KE-100163,6/22/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,2,95,0,Cash,36-45,Male,Nakuru,Rep 12
KE-100164,10/4/2025,Kenya,P1002,Laptop Air,Electronics,1100,7,880,0,Debit Card,26-35,Male,Nakuru,Rep 2
KE-100165,7/16/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,7,95,15,Mobile Payment,46-55,Male,Nairobi,Rep 16
KE-100166,3/13/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,10,165,15,Debit Card,18-25,Male,Kisumu,Rep 20
KE-100167,6/22/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,1,165,15,Cash,46-55,Male,Kisumu,Rep 5
KE-100168,7/30/2025,Kenya,P3002,Blender Pro,Home Appliances,120,5,85,5,Cash,46-55,Female,Kisumu,Rep 12
KE-100169,2/3/2025,Kenya,P4001,Skincare Kit,Personal Care,50,1,28,10,Credit Card,46-55,Male,Kisumu,Rep 8
KE-100170,4/21/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,10,165,10,Debit Card,46-55,Male,Nakuru,Rep 16
KE-100171,7/5/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,3,165,0,Credit Card,18-25,Male,Kisumu,Rep 20
KE-100172,2/21/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,1,95,10,Credit Card,18-25,Female,Nakuru,Rep 19
KE-100173,1/19/2025,Kenya,P2003,Organic Honey,Grocery,15,3,9,0,Cash,36-45,Male,Nakuru,Rep 15
KE-100174,8/29/2025,Kenya,P3002,Blender Pro,Home Appliances,120,7,85,0,Credit Card,36-45,Male,Kisumu,Rep 13
KE-100175,3/31/2025,Kenya,P4001,Skincare Kit,Personal Care,50,6,28,15,Debit Card,18-25,Female,Nairobi,Rep 19
KE-100176,5/28/2025,Kenya,P4001,Skincare Kit,Personal Care,50,8,28,0,Debit Card,26-35,Male,Nairobi,Rep 17
KE-100177,5/20/2025,Kenya,P2004,Spices Pack,Grocery,9,10,4,5,Credit Card,36-45,Male,Nakuru,Rep 8
KE-100178,10/4/2025,Kenya,P4001,Skincare Kit,Personal Care,50,10,28,10,Cash,36-45,Female,Kisumu,Rep 12
KE-100179,1/1/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,10,20,0,Cash,36-45,Male,Kisumu,Rep 9
KE-100180,3/26/2025,Kenya,P4001,Skincare Kit,Personal Care,50,7,28,0,Debit Card,26-35,Male,Nairobi,Rep 2
KE-100181,2/16/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,7,165,5,Cash,26-35,Female,Kisumu,Rep 2
KE-100182,12/18/2025,Kenya,P1002,Laptop Air,Electronics,1100,9,880,15,Debit Card,36-45,Female,Kisumu,Rep 5
KE-100183,12/2/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,10,95,5,Credit Card,18-25,Male,Kisumu,Rep 12
KE-100184,8/17/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,10,95,10,Mobile Payment,46-55,Male,Nakuru,Rep 3
KE-100185,7/27/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,6,20,15,Mobile Payment,46-55,Male,Kisumu,Rep 9
KE-100186,9/17/2025,Kenya,P1002,Laptop Air,Electronics,1100,5,880,15,Cash,36-45,Male,Nakuru,Rep 11
KE-100187,6/22/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,7,165,5,Mobile Payment,18-25,Male,Nakuru,Rep 4
KE-100188,10/22/2025,Kenya,P3001,Microwave Oven,Home Appliances,220,8,165,10,Credit Card,26-35,Female,Nairobi,Rep 17
KE-100189,12/19/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,4,20,15,Debit Card,36-45,Male,Kisumu,Rep 8
KE-100190,1/5/2025,Kenya,P3002,Blender Pro,Home Appliances,120,2,85,0,Debit Card,46-55,Male,Kisumu,Rep 17
KE-100191,8/14/2025,Kenya,P1002,Laptop Air,Electronics,1100,5,880,10,Debit Card,36-45,Male,Nairobi,Rep 2
KE-100192,1/17/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,4,20,5,Mobile Payment,26-35,Male,Kisumu,Rep 8
KE-100193,5/16/2025,Kenya,P2003,Organic Honey,Grocery,15,2,9,5,Credit Card,36-45,Female,Nakuru,Rep 12
KE-100194,7/2/2025,Kenya,P2004,Spices Pack,Grocery,9,1,4,5,Mobile Payment,26-35,Female,Nairobi,Rep 1
KE-100195,7/28/2025,Kenya,P4002,Hair Trimmer,Personal Care,35,10,20,10,Credit Card,26-35,Male,Nakuru,Rep 12
KE-100196,12/12/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,8,95,15,Mobile Payment,36-45,Male,Nakuru,Rep 17
KE-100197,4/1/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,2,95,15,Credit Card,18-25,Female,Kisumu,Rep 1
KE-100198,5/23/2025,Kenya,P1003,Wireless Earbuds,Electronics,150,1,95,15,Debit Card,18-25,Male,Nakuru,Rep 12
KE-100199,7/13/2025,Kenya,P1001,Smartphone X,Electronics,800,3,620,10,Cash,36-45,Female,Kisumu,Rep 8
KE-100200,5/17/2025,Kenya,P1002,Laptop Air,Electronics,1100,9,880,5,Credit Card,18-25,Male,Nakuru,Rep 5
