Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
CH-100039,11/21/2025,China,P3002,Blender Pro,Home Appliances,120,9,85,0,Credit Card,46-55,Female,Beijing,Rep 14
CH-100040,7/14/2025,China,P3002,Blender Pro,Home Appliances,120,3,85,15,Debit Card,46-55,Male,Shenzhen,Rep 14
CH-100041,4/9/2025,China,P1003,Wireless Earbuds,Electronics,150,5,95,10,Credit Card,36-45,Female,Shanghai,Rep 8
CH-100042,1/31/2025,China,P2003,Organic Honey,Grocery,15,10,9,0,Credit Card,36-45,Female,Beijing,Rep 20
CH-100043,10/10/2025,China,P3001,Microwave Oven,Home Appliances,220,6,165,0,Credit Card,26-35,Female,Shanghai,Rep 14
CH-100044,11/12/2025,China,P4002,Hair Trimmer,Personal Care,35,2,20,0,Mobile Payment,26-35,Female,Beijing,Rep 17
CH-100045,5/25/2025,China,P2004,Spices Pack,Grocery,9,10,4,5,Debit Card,26-35,Male,Shanghai,Rep 3
CH-100046,5/4/2025,China,P3001,Microwave Oven,Home Appliances,220,9,165,5,Credit Card,46-55,Female,Shanghai,Rep 11
CH-100047,12/25/2025,China,P3001,Microwave Oven,Home Appliances,220,7,165,5,Credit Card,36-45,Female,Shenzhen,Rep 20
CH-100048,2/2/2025,China,P1002,Laptop Air,Electronics,1100,4,880,5,Debit Card,26-35,Female,Beijing,Rep 4
CH-100049,7/10/2025,China,P3001,Microwave Oven,Home Appliances,220,4,165,10,Cash,46-55,Female,Shanghai,Rep 5
CH-100050,8/12/2025,China,P1001,Smartphone X,Electronics,800,1,620,10,Cash,46-55,Male,Shenzhen,Rep 4
CH-100051,9/22/2025,China,P1002,Laptop Air,Electronics,1100,6,880,15,Debit Card,36-45,Male,Beijing,Rep 10
CH-100052,12/26/2025,China,P4002,Hair Trimmer,Personal Care,35,9,20,15,Debit Card,18-25,Female,Beijing,Rep 13
CH-100053,11/27/2025,China,P4001,Skincare Kit,Personal Care,50,1,28,5,Credit Card,46-55,Male,Shenzhen,Rep 6
CH-100054,9/5/2025,China,P4002,Hair Trimmer,Personal Care,35,3,20,5,Debit Card,36-45,Female,Shanghai,Rep 7
CH-100055,6/13/2025,China,P2004,Spices Pack,Grocery,9,6,4,0,Debit Card,36-45,Female,Shanghai,Rep 17
CH-100056,9/25/2025,China,P4001,Skincare Kit,Personal Care,50,6,28,10,Debit Card,18-25,Male,Beijing,Rep 10
CH-100057,1/29/2025,China,P2004,Spices Pack,Grocery,9,6,4,15,Debit Card,36-45,Female,Shenzhen,Rep 18
CH-100058,1/30/2025,China,P3002,Blender Pro,Home Appliances,120,6,85,10,Credit Card,18-25,Male,Shanghai,Rep 3
CH-100059,8/22/2025,China,P3001,Microwave Oven,Home Appliances,220,8,165,5,Mobile Payment,18-25,Male,Beijing,Rep 2
CH-100060,3/23/2025,China,P3001,Microwave Oven,Home Appliances,220,1,165,15,Cash,46-55,Male,Beijing,Rep 9
CH-100061,1/31/2025,China,P4002,Hair Trimmer,Personal Care,35,8,20,15,Mobile Payment,26-35,Male,Beijing,Rep 17
CH-100062,9/16/2025,China,P1003,Wireless Earbuds,Electronics,150,2,95,10,Mobile Payment,36-45,Male,Shenzhen,Rep 12
CH-100063,1/19/2025,China,P4002,Hair Trimmer,Personal Care,35,1,20,10,Mobile Payment,26-35,Female,Shanghai,Rep 3
CH-100064,4/19/2025,China,P1002,Laptop Air,Electronics,1100,8,880,5,Credit Card,46-55,Female,Beijing,Rep 6
CH-100065,3/25/2025,China,P4001,Skincare Kit,Personal Care,50,9,28,15,Cash,26-35,Female,Shanghai,Rep 16
CH-100066,7/5/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,10,Cash,36-45,Male,Shenzhen,Rep 4
CH-100067,6/18/2025,China,P3001,Microwave Oven,Home Appliances,220,2,165,0,Mobile Payment,36-45,Male,Beijing,Rep 20
CH-100068,5/20/2025,China,P4002,Hair Trimmer,Personal Care,35,2,20,5,Cash,26-35,Female,Shanghai,Rep 6
CH-100069,7/16/2025,China,P4001,Skincare Kit,Personal Care,50,6,28,5,Debit Card,36-45,Female,Shenzhen,Rep 15
CH-100070,6/7/2025,China,P3001,Microwave Oven,Home Appliances,220,4,165,10,Debit Card,46-55,Female,Beijing,Rep 3
CH-100071,2/19/2025,China,P1003,Wireless Earbuds,Electronics,150,9,95,5,Cash,18-25,Female,Shenzhen,Rep 17
CH-100072,4/15/2025,China,P2004,Spices Pack,Grocery,9,9,4,15,Cash,26-35,Male,Shenzhen,Rep 5
CH-100073,2/8/2025,China,P4001,Skincare Kit,Personal Care,50,1,28,10,Credit Card,46-55,Female,Shenzhen,Rep 8
CH-100074,1/27/2025,China,P2003,Organic Honey,Grocery,15,8,9,5,Cash,26-35,Male,Shenzhen,Rep 6
CH-100075,3/4/2025,China,P1002,Laptop Air,Electronics,1100,7,880,15,Mobile Payment,46-55,Female,Shenzhen,Rep 13
CH-100076,9/28/2025,China,P2003,Organic Honey,Grocery,15,1,9,0,Debit Card,18-25,Female,Shanghai,Rep 13
CH-100077,12/26/2025,China,P1003,Wireless Earbuds,Electronics,150,2,95,5,Mobile Payment,18-25,Female,Shanghai,Rep 19
CH-100078,3/23/2025,China,P1003,Wireless Earbuds,Electronics,150,2,95,0,Mobile Payment,46-55,Female,Shanghai,Rep 8
CH-100079,6/16/2025,China,P3001,Microwave Oven,Home Appliances,220,6,165,0,Debit Card,36-45,Male,Shenzhen,Rep 14
CH-100080,1/28/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,15,Mobile Payment,18-25,Female,Shanghai,Rep 5
CH-100081,9/28/2025,China,P2003,Organic Honey,Grocery,15,9,9,0,Credit Card,26-35,Female,Beijing,Rep 7
CH-100082,3/23/2025,China,P3002,Blender Pro,Home Appliances,120,9,85,0,Cash,36-45,Male,Beijing,Rep 10
CH-100083,7/4/2025,China,P1001,Smartphone X,Electronics,800,9,620,5,Cash,26-35,Male,Beijing,Rep 17
CH-100084,1/14/2025,China,P4001,Skincare Kit,Personal Care,50,3,28,0,Cash,36-45,Male,Shanghai,Rep 7
CH-100085,6/20/2025,China,P1001,Smartphone X,Electronics,800,10,620,15,Cash,26-35,Female,Shenzhen,Rep 3
CH-100086,7/14/2025,China,P3001,Microwave Oven,Home Appliances,220,1,165,10,Debit Card,26-35,Female,Shanghai,Rep 7
CH-100087,1/19/2025,China,P2004,Spices Pack,Grocery,9,9,4,0,Cash,46-55,Female,Shenzhen,Rep 4
CH-100088,5/25/2025,China,P1002,Laptop Air,Electronics,1100,5,880,0,Mobile Payment,36-45,Female,Shanghai,Rep 5
CH-100089,6/23/2025,China,P3001,Microwave Oven,Home Appliances,220,3,165,15,Credit Card,46-55,Male,Shenzhen,Rep 4
CH-100090,6/23/2025,China,P3001,Microwave Oven,Home Appliances,220,9,165,15,Debit Card,26-35,Female,Shanghai,Rep 1
CH-100091,11/7/2025,China,P1003,Wireless Earbuds,Electronics,150,9,95,0,Credit Card,26-35,Male,Beijing,Rep 2
CH-100092,1/4/2025,China,P2004,Spices Pack,Grocery,9,6,4,0,Credit Card,46-55,Male,Shanghai,Rep 6
CH-100093,8/30/2025,China,P2004,Spices Pack,Grocery,9,3,4,0,Cash,18-25,Male,Shenzhen,Rep 8
CH-100094,3/13/2025,China,P3001,Microwave Oven,Home Appliances,220,3,165,15,Cash,36-45,Male,Shanghai,Rep 10
CH-100095,1/3/2025,China,P1001,Smartphone X,Electronics,800,7,620,0,Cash,18-25,Male,Shenzhen,Rep 4
CH-100096,4/16/2025,China,P3002,Blender Pro,Home Appliances,120,9,85,15,Credit Card,36-45,Male,Beijing,Rep 15
CH-100097,3/27/2025,China,P1002,Laptop Air,Electronics,1100,6,880,0,Debit Card,26-35,Male,Beijing,Rep 4
CH-100098,9/13/2025,China,P1003,Wireless Earbuds,Electronics,150,3,95,15,Credit Card,46-55,Female,Beijing,Rep 20
CH-100099,4/14/2025,China,P4001,Skincare Kit,Personal Care,50,5,28,15,Debit Card,26-35,Female,Beijing,Rep 20
CH-100100,7/16/2025,China,P1001,Smartphone X,Electronics,800,1,620,15,Cash,46-55,Male,Shenzhen,Rep 6
CH-100101,7/22/2025,China,P2003,Organic Honey,Grocery,15,7,9,10,Debit Card,46-55,Female,Beijing,Rep 5
CH-100102,6/30/2025,China,P1001,Smartphone X,Electronics,800,8,620,5,Debit Card,36-45,Male,Shenzhen,Rep 9
CH-100103,11/18/2025,China,P4001,Skincare Kit,Personal Care,50,10,28,0,Credit Card,46-55,Male,Shanghai,Rep 8
CH-100104,1/23/2025,China,P1002,Laptop Air,Electronics,1100,7,880,0,Mobile Payment,18-25,Female,Beijing,Rep 15
CH-100105,4/25/2025,China,P1002,Laptop Air,Electronics,1100,5,880,15,Cash,46-55,Male,Shenzhen,Rep 3
CH-100106,2/11/2025,China,P3002,Blender Pro,Home Appliances,120,2,85,15,Mobile Payment,18-25,Male,Beijing,Rep 12
CH-100107,12/2/2025,China,P4002,Hair Trimmer,Personal Care,35,7,20,10,Credit Card,36-45,Female,Beijing,Rep 5
CH-100108,6/24/2025,China,P1002,Laptop Air,Electronics,1100,3,880,5,Cash,26-35,Male,Beijing,Rep 4
CH-100109,11/4/2025,China,P1001,Smartphone X,Electronics,800,7,620,10,Credit Card,36-45,Male,Shanghai,Rep 7
CH-100110,10/17/2025,China,P4001,Skincare Kit,Personal Care,50,3,28,5,Cash,26-35,Male,Beijing,Rep 9
CH-100111,8/22/2025,China,P2003,Organic Honey,Grocery,15,2,9,15,Credit Card,36-45,Female,Shanghai,Rep 11
CH-100112,7/9/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,10,Cash,26-35,Male,Beijing,Rep 13
CH-100113,10/30/2025,China,P1001,Smartphone X,Electronics,800,3,620,10,Debit Card,18-25,Male,Shanghai,Rep 9
CH-100114,11/12/2025,China,P1001,Smartphone X,Electronics,800,8,620,10,Mobile Payment,18-25,Female,Shenzhen,Rep 19
CH-100115,2/23/2025,China,P4001,Skincare Kit,Personal Care,50,3,28,5,Credit Card,18-25,Female,Shanghai,Rep 3
CH-100116,8/8/2025,China,P2004,Spices Pack,Grocery,9,1,4,10,Mobile Payment,18-25,Female,Beijing,Rep 16
CH-100117,8/9/2025,China,P3002,Blender Pro,Home Appliances,120,1,85,5,Cash,46-55,Male,Shanghai,Rep 6
CH-100118,6/15/2025,China,P4002,Hair Trimmer,Personal Care,35,1,20,0,Mobile Payment,18-25,Female,Beijing,Rep 8
CH-100119,10/23/2025,China,P4002,Hair Trimmer,Personal Care,35,8,20,10,Mobile Payment,26-35,Male,Shenzhen,Rep 19
CH-100120,6/4/2025,China,P3002,Blender Pro,Home Appliances,120,4,85,10,Debit Card,26-35,Male,Shenzhen,Rep 20
CH-100121,12/21/2025,China,P2004,Spices Pack,Grocery,9,9,4,5,Mobile Payment,46-55,Female,Shenzhen,Rep 11
CH-100122,2/2/2025,China,P1002,Laptop Air,Electronics,1100,4,880,0,Mobile Payment,26-35,Male,Beijing,Rep 6
CH-100123,5/14/2025,China,P3001,Microwave Oven,Home Appliances,220,4,165,15,Credit Card,36-45,Female,Shanghai,Rep 10
CH-100124,4/30/2025,China,P1003,Wireless Earbuds,Electronics,150,1,95,15,Cash,46-55,Female,Shenzhen,Rep 9
CH-100125,1/14/2025,China,P4002,Hair Trimmer,Personal Care,35,1,20,0,Mobile Payment,36-45,Female,Shanghai,Rep 13
CH-100126,11/29/2025,China,P3001,Microwave Oven,Home Appliances,220,10,165,5,Credit Card,46-55,Male,Beijing,Rep 14
CH-100127,5/1/2025,China,P2003,Organic Honey,Grocery,15,7,9,15,Mobile Payment,46-55,Male,Shenzhen,Rep 8
CH-100128,7/18/2025,China,P1001,Smartphone X,Electronics,800,5,620,0,Debit Card,36-45,Female,Shenzhen,Rep 14
CH-100129,11/28/2025,China,P3001,Microwave Oven,Home Appliances,220,7,165,5,Mobile Payment,36-45,Male,Shenzhen,Rep 18
CH-100130,9/1/2025,China,P4001,Skincare Kit,Personal Care,50,3,28,0,Credit Card,26-35,Female,Shanghai,Rep 14
CH-100131,4/12/2025,China,P2004,Spices Pack,Grocery,9,2,4,10,Mobile Payment,18-25,Male,Beijing,Rep 14
CH-100132,1/11/2025,China,P1003,Wireless Earbuds,Electronics,150,8,95,5,Credit Card,26-35,Female,Shanghai,Rep 2
CH-100133,1/22/2025,China,P1002,Laptop Air,Electronics,1100,8,880,15,Credit Card,26-35,Female,Shanghai,Rep 1
CH-100134,12/6/2025,China,P1003,Wireless Earbuds,Electronics,150,9,95,5,Debit Card,36-45,Female,Shanghai,Rep 9
CH-100135,2/17/2025,China,P2003,Organic Honey,Grocery,15,3,9,10,Debit Card,46-55,Male,Shenzhen,Rep 14
CH-100136,9/5/2025,China,P3001,Microwave Oven,Home Appliances,220,6,165,5,Debit Card,26-35,Female,Shanghai,Rep 9
CH-100137,3/28/2025,China,P1002,Laptop Air,Electronics,1100,7,880,5,Debit Card,36-45,Male,Beijing,Rep 1
CH-100138,9/4/2025,China,P3001,Microwave Oven,Home Appliances,220,10,165,10,Debit Card,26-35,Female,Beijing,Rep 20
CH-100139,2/1/2025,China,P1001,Smartphone X,Electronics,800,3,620,15,Credit Card,18-25,Female,Shanghai,Rep 5
CH-100140,10/5/2025,China,P1002,Laptop Air,Electronics,1100,2,880,10,Credit Card,18-25,Female,Beijing,Rep 14
CH-100141,11/2/2025,China,P2003,Organic Honey,Grocery,15,9,9,10,Cash,18-25,Female,Beijing,Rep 3
CH-100142,6/14/2025,China,P4002,Hair Trimmer,Personal Care,35,9,20,10,Debit Card,36-45,Male,Shanghai,Rep 2
CH-100143,12/19/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,15,Mobile Payment,26-35,Female,Beijing,Rep 2
CH-100144,9/5/2025,China,P3002,Blender Pro,Home Appliances,120,10,85,15,Mobile Payment,36-45,Male,Shanghai,Rep 11
CH-100145,7/11/2025,China,P4001,Skincare Kit,Personal Care,50,5,28,5,Mobile Payment,36-45,Female,Shanghai,Rep 13
CH-100146,12/16/2025,China,P4002,Hair Trimmer,Personal Care,35,7,20,0,Debit Card,26-35,Male,Beijing,Rep 8
CH-100147,3/22/2025,China,P4001,Skincare Kit,Personal Care,50,8,28,10,Cash,18-25,Female,Shenzhen,Rep 4
CH-100148,5/8/2025,China,P4002,Hair Trimmer,Personal Care,35,5,20,0,Mobile Payment,46-55,Female,Shanghai,Rep 12
CH-100149,9/5/2025,China,P2004,Spices Pack,Grocery,9,2,4,15,Credit Card,46-55,Female,Shanghai,Rep 12
CH-100150,12/6/2025,China,P1002,Laptop Air,Electronics,1100,6,880,15,Mobile Payment,26-35,Female,Shenzhen,Rep 14
CH-100151,7/26/2025,China,P2003,Organic Honey,Grocery,15,7,9,0,Mobile Payment,18-25,Male,Beijing,Rep 14
CH-100152,9/20/2025,China,P4002,Hair Trimmer,Personal Care,35,4,20,10,Mobile Payment,46-55,Female,Beijing,Rep 15
CH-100153,10/10/2025,China,P1001,Smartphone X,Electronics,800,5,620,15,Debit Card,46-55,Female,Shenzhen,Rep 19
CH-100154,11/22/2025,China,P1001,Smartphone X,Electronics,800,4,620,0,Cash,36-45,Female,Shanghai,Rep 17
CH-100155,6/27/2025,China,P3002,Blender Pro,Home Appliances,120,7,85,10,Debit Card,18-25,Female,Shenzhen,Rep 16
CH-100156,1/16/2025,China,P3002,Blender Pro,Home Appliances,120,3,85,15,Debit Card,26-35,Male,Beijing,Rep 1
CH-100157,3/17/2025,China,P1002,Laptop Air,Electronics,1100,4,880,15,Mobile Payment,18-25,Female,Shenzhen,Rep 8
CH-100158,1/6/2025,China,P1001,Smartphone X,Electronics,800,4,620,0,Credit Card,46-55,Male,Shanghai,Rep 20
CH-100159,3/11/2025,China,P1002,Laptop Air,Electronics,1100,4,880,15,Mobile Payment,36-45,Male,Shanghai,Rep 11
CH-100160,11/7/2025,China,P4002,Hair Trimmer,Personal Care,35,4,20,10,Cash,36-45,Male,Shanghai,Rep 14
CH-100161,4/21/2025,China,P1002,Laptop Air,Electronics,1100,5,880,10,Cash,18-25,Female,Beijing,Rep 13
CH-100162,11/23/2025,China,P1003,Wireless Earbuds,Electronics,150,10,95,5,Mobile Payment,18-25,Male,Shanghai,Rep 6
CH-100163,6/24/2025,China,P1002,Laptop Air,Electronics,1100,3,880,0,Debit Card,26-35,Female,Shanghai,Rep 13
CH-100164,8/9/2025,China,P3002,Blender Pro,Home Appliances,120,6,85,10,Cash,18-25,Male,Shanghai,Rep 14
CH-100165,12/6/2025,China,P3001,Microwave Oven,Home Appliances,220,7,165,5,Debit Card,36-45,Female,Shenzhen,Rep 17
CH-100166,7/10/2025,China,P4002,Hair Trimmer,Personal Care,35,6,20,15,Credit Card,26-35,Female,Beijing,Rep 20
CH-100167,4/19/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,10,Debit Card,18-25,Male,Shanghai,Rep 20
CH-100168,9/14/2025,China,P2003,Organic Honey,Grocery,15,9,9,10,Cash,36-45,Male,Beijing,Rep 2
CH-100169,9/1/2025,China,P1003,Wireless Earbuds,Electronics,150,5,95,0,Cash,26-35,Female,Shenzhen,Rep 18
CH-100170,4/27/2025,China,P1001,Smartphone X,Electronics,800,1,620,0,Cash,46-55,Female,Shenzhen,Rep 19
CH-100171,6/28/2025,China,P1003,Wireless Earbuds,Electronics,150,2,95,15,Mobile Payment,26-35,Female,Shenzhen,Rep 9
CH-100172,5/26/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,10,Debit Card,36-45,Female,Beijing,Rep 12
CH-100173,1/17/2025,China,P1001,Smartphone X,Electronics,800,6,620,15,Mobile Payment,26-35,Female,Shanghai,Rep 8
CH-100174,6/29/2025,China,P1001,Smartphone X,Electronics,800,4,620,0,Credit Card,26-35,Female,Shenzhen,Rep 1
CH-100175,11/20/2025,China,P2003,Organic Honey,Grocery,15,10,9,10,Mobile Payment,18-25,Female,Beijing,Rep 2
CH-100176,11/8/2025,China,P2004,Spices Pack,Grocery,9,3,4,5,Mobile Payment,36-45,Female,Shanghai,Rep 3
CH-100177,6/15/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,15,Cash,18-25,Male,Shanghai,Rep 1
CH-100178,6/13/2025,China,P1001,Smartphone X,Electronics,800,9,620,0,Cash,26-35,Female,Shanghai,Rep 10
CH-100179,11/23/2025,China,P3002,Blender Pro,Home Appliances,120,5,85,10,Cash,18-25,Male,Shenzhen,Rep 17
CH-100180,11/28/2025,China,P3001,Microwave Oven,Home Appliances,220,9,165,10,Cash,46-55,Male,Shenzhen,Rep 8
CH-100181,7/29/2025,China,P2003,Organic Honey,Grocery,15,3,9,15,Debit Card,26-35,Male,Shenzhen,Rep 18
CH-100182,8/27/2025,China,P4001,Skincare Kit,Personal Care,50,2,28,10,Credit Card,26-35,Male,Shanghai,Rep 10
CH-100183,5/2/2025,China,P3002,Blender Pro,Home Appliances,120,1,85,0,Debit Card,46-55,Male,Shanghai,Rep 13
CH-100184,4/1/2025,China,P3002,Blender Pro,Home Appliances,120,5,85,15,Mobile Payment,26-35,Female,Beijing,Rep 15
CH-100185,10/17/2025,China,P3002,Blender Pro,Home Appliances,120,8,85,5,Credit Card,46-55,Male,Beijing,Rep 20
CH-100186,8/18/2025,China,P2004,Spices Pack,Grocery,9,4,4,0,Debit Card,18-25,Female,Shanghai,Rep 9
CH-100187,8/21/2025,China,P1003,Wireless Earbuds,Electronics,150,2,95,5,Cash,26-35,Female,Beijing,Rep 2
CH-100188,6/4/2025,China,P4002,Hair Trimmer,Personal Care,35,6,20,0,Mobile Payment,36-45,Male,Shenzhen,Rep 8
CH-100189,4/13/2025,China,P3002,Blender Pro,Home Appliances,120,3,85,10,Cash,46-55,Male,Shenzhen,Rep 19
CH-100190,5/17/2025,China,P4001,Skincare Kit,Personal Care,50,8,28,15,Mobile Payment,46-55,Male,Beijing,Rep 3
CH-100191,3/21/2025,China,P1003,Wireless Earbuds,Electronics,150,5,95,10,Credit Card,26-35,Female,Shanghai,Rep 20
CH-100192,12/24/2025,China,P2003,Organic Honey,Grocery,15,3,9,0,Mobile Payment,46-55,Male,Beijing,Rep 9
CH-100193,2/11/2025,China,P2003,Organic Honey,Grocery,15,4,9,10,Credit Card,26-35,Male,Beijing,Rep 14
CH-100194,11/13/2025,China,P1002,Laptop Air,Electronics,1100,8,880,10,Credit Card,18-25,Female,Beijing,Rep 9
CH-100195,12/31/2025,China,P2004,Spices Pack,Grocery,9,9,4,15,Credit Card,26-35,Female,Beijing,Rep 16
CH-100196,10/20/2025,China,P1002,Laptop Air,Electronics,1100,4,880,0,Debit Card,46-55,Female,Shanghai,Rep 15
CH-100197,9/30/2025,China,P3002,Blender Pro,Home Appliances,120,1,85,0,Credit Card,46-55,Female,Beijing,Rep 18
CH-100198,9/8/2025,China,P1002,Laptop Air,Electronics,1100,4,880,15,Mobile Payment,46-55,Female,Shenzhen,Rep 8
CH-100199,11/4/2025,China,P1003,Wireless Earbuds,Electronics,150,10,95,10,Cash,26-35,Male,Shanghai,Rep 7
CH-100200,2/6/2025,China,P2004,Spices Pack,Grocery,9,3,4,5,Debit Card,26-35,Female,Shenzhen,Rep 16
CH-100201,9/25/2025,China,P3002,Blender Pro,Home Appliances,120,5,85,15,Credit Card,36-45,Male,Shanghai,Rep 5
CH-100202,5/11/2025,China,P1002,Laptop Air,Electronics,1100,3,880,5,Cash,36-45,Male,Shanghai,Rep 13
CH-100203,10/16/2025,China,P4001,Skincare Kit,Personal Care,50,7,28,10,Cash,46-55,Female,Shenzhen,Rep 15
CH-100204,1/6/2025,China,P3001,Microwave Oven,Home Appliances,220,7,165,10,Mobile Payment,36-45,Female,Shanghai,Rep 5
CH-100205,6/17/2025,China,P3001,Microwave Oven,Home Appliances,220,4,165,10,Debit Card,36-45,Male,Beijing,Rep 14
CH-100206,11/23/2025,China,P4001,Skincare Kit,Personal Care,50,7,28,0,Credit Card,36-45,Female,Beijing,Rep 9
CH-100207,1/14/2025,China,P1002,Laptop Air,Electronics,1100,8,880,15,Cash,26-35,Male,Shanghai,Rep 14
CH-100208,5/6/2025,China,P4001,Skincare Kit,Personal Care,50,2,28,0,Credit Card,26-35,Male,Beijing,Rep 4
CH-100209,9/12/2025,China,P1003,Wireless Earbuds,Electronics,150,6,95,5,Cash,46-55,Male,Beijing,Rep 7
