Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
SO-100039,7/20/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,10,Cash,36-45,Male,Pretoria,Rep 6
SO-100040,7/8/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,10,165,0,Credit Card,26-35,Male,Cape Town,Rep 5
SO-100041,7/15/2025,South Africa,P1002,Laptop Air,Electronics,1100,4,880,0,Debit Card,26-35,Male,Cape Town,Rep 11
SO-100042,12/26/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,3,20,15,Mobile Payment,26-35,Male,Pretoria,Rep 9
SO-100043,1/26/2025,South Africa,P3002,Blender Pro,Home Appliances,120,1,85,5,Cash,26-35,Male,Pretoria,Rep 18
SO-100044,2/17/2025,South Africa,P3002,Blender Pro,Home Appliances,120,2,85,10,Credit Card,46-55,Male,Johannesburg,Rep 1
SO-100045,5/31/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,10,Credit Card,26-35,Female,Johannesburg,Rep 2
SO-100046,8/30/2025,South Africa,P1002,Laptop Air,Electronics,1100,9,880,15,Credit Card,26-35,Female,Johannesburg,Rep 19
SO-100047,3/30/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,0,Credit Card,36-45,Female,Cape Town,Rep 10
SO-100048,10/10/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,0,Credit Card,46-55,Female,Pretoria,Rep 10
SO-100049,9/23/2025,South Africa,P1002,Laptop Air,Electronics,1100,4,880,0,Credit Card,46-55,Male,Cape Town,Rep 12
SO-100050,1/24/2025,South Africa,P1001,Smartphone X,Electronics,800,5,620,10,Mobile Payment,46-55,Female,Pretoria,Rep 14
SO-100051,2/11/2025,South Africa,P2004,Spices Pack,Grocery,9,2,4,10,Debit Card,36-45,Male,Johannesburg,Rep 6
SO-100052,2/27/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,10,Credit Card,36-45,Male,Cape Town,Rep 2
SO-100053,10/17/2025,South Africa,P3002,Blender Pro,Home Appliances,120,3,85,15,Credit Card,46-55,Female,Cape Town,Rep 20
SO-100054,8/9/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,4,20,15,Debit Card,46-55,Male,Cape Town,Rep 19
SO-100055,10/25/2025,South Africa,P1002,Laptop Air,Electronics,1100,7,880,10,Mobile Payment,26-35,Male,Pretoria,Rep 4
SO-100056,3/5/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,0,Cash,26-35,Male,Pretoria,Rep 12
SO-100057,1/24/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,2,20,0,Mobile Payment,46-55,Male,Johannesburg,Rep 15
SO-100058,8/31/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,15,Mobile Payment,18-25,Male,Johannesburg,Rep 20
SO-100059,7/3/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,0,Debit Card,26-35,Female,Pretoria,Rep 16
SO-100060,11/6/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,15,Credit Card,36-45,Female,Pretoria,Rep 7
SO-100061,12/13/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,0,Mobile Payment,36-45,Female,Johannesburg,Rep 17
SO-100062,4/15/2025,South Africa,P2004,Spices Pack,Grocery,9,9,4,10,Credit Card,18-25,Male,Pretoria,Rep 16
SO-100063,10/8/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,10,Credit Card,18-25,Male,Pretoria,Rep 9
SO-100064,9/10/2025,South Africa,P4001,Skincare Kit,Personal Care,50,10,28,5,Debit Card,26-35,Female,Johannesburg,Rep 1
SO-100065,8/13/2025,South Africa,P1002,Laptop Air,Electronics,1100,1,880,10,Mobile Payment,36-45,Female,Cape Town,Rep 5
SO-100066,6/2/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Mobile Payment,18-25,Male,Cape Town,Rep 3
SO-100067,4/9/2025,South Africa,P3002,Blender Pro,Home Appliances,120,2,85,0,Cash,26-35,Female,Pretoria,Rep 15
SO-100068,8/18/2025,South Africa,P2004,Spices Pack,Grocery,9,3,4,15,Cash,26-35,Male,Cape Town,Rep 5
SO-100069,5/24/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,9,165,5,Mobile Payment,26-35,Female,Johannesburg,Rep 20
SO-100070,1/19/2025,South Africa,P1001,Smartphone X,Electronics,800,4,620,0,Debit Card,46-55,Male,Pretoria,Rep 19
SO-100071,1/16/2025,South Africa,P1002,Laptop Air,Electronics,1100,9,880,15,Debit Card,18-25,Male,Johannesburg,Rep 5
SO-100072,6/12/2025,South Africa,P2004,Spices Pack,Grocery,9,2,4,5,Credit Card,36-45,Female,Pretoria,Rep 9
SO-100073,12/2/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,10,Credit Card,18-25,Female,Cape Town,Rep 12
SO-100074,10/18/2025,South Africa,P2004,Spices Pack,Grocery,9,4,4,15,Mobile Payment,26-35,Male,Pretoria,Rep 13
SO-100075,10/12/2025,South Africa,P1002,Laptop Air,Electronics,1100,8,880,5,Cash,26-35,Male,Johannesburg,Rep 3
SO-100076,6/3/2025,South Africa,P3002,Blender Pro,Home Appliances,120,4,85,10,Debit Card,46-55,Male,Cape Town,Rep 6
SO-100077,3/26/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,0,Debit Card,18-25,Male,Cape Town,Rep 14
SO-100078,5/5/2025,South Africa,P3002,Blender Pro,Home Appliances,120,10,85,15,Cash,46-55,Male,Cape Town,Rep 8
SO-100079,5/8/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,5,95,5,Cash,26-35,Male,Johannesburg,Rep 11
SO-100080,7/1/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,5,95,5,Credit Card,18-25,Male,Pretoria,Rep 16
SO-100081,1/23/2025,South Africa,P3002,Blender Pro,Home Appliances,120,4,85,10,Debit Card,26-35,Male,Cape Town,Rep 6
SO-100082,2/6/2025,South Africa,P3002,Blender Pro,Home Appliances,120,5,85,5,Debit Card,36-45,Female,Johannesburg,Rep 8
SO-100083,5/21/2025,South Africa,P4001,Skincare Kit,Personal Care,50,3,28,0,Credit Card,46-55,Male,Cape Town,Rep 5
SO-100084,1/28/2025,South Africa,P1001,Smartphone X,Electronics,800,8,620,0,Debit Card,46-55,Male,Cape Town,Rep 7
SO-100085,3/4/2025,South Africa,P3002,Blender Pro,Home Appliances,120,8,85,10,Cash,36-45,Female,Pretoria,Rep 9
SO-100086,8/16/2025,South Africa,P4001,Skincare Kit,Personal Care,50,1,28,5,Cash,26-35,Male,Pretoria,Rep 5
SO-100087,8/28/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,15,Debit Card,18-25,Female,Cape Town,Rep 16
SO-100088,12/31/2025,South Africa,P1001,Smartphone X,Electronics,800,1,620,5,Mobile Payment,18-25,Female,Cape Town,Rep 19
SO-100089,2/13/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,5,Debit Card,36-45,Male,Pretoria,Rep 10
SO-100090,1/17/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,15,Credit Card,18-25,Female,Cape Town,Rep 18
SO-100091,7/19/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Credit Card,36-45,Female,Cape Town,Rep 3
SO-100092,6/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,6,28,5,Mobile Payment,46-55,Male,Pretoria,Rep 3
SO-100093,12/3/2025,South Africa,P1002,Laptop Air,Electronics,1100,6,880,10,Credit Card,46-55,Female,Johannesburg,Rep 20
SO-100094,8/22/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,15,Mobile Payment,18-25,Female,Johannesburg,Rep 1
SO-100095,1/12/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,15,Cash,18-25,Female,Johannesburg,Rep 5
SO-100096,4/14/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,15,Debit Card,36-45,Female,Pretoria,Rep 8
SO-100097,12/16/2025,South Africa,P1001,Smartphone X,Electronics,800,2,620,10,Debit Card,46-55,Male,Pretoria,Rep 14
SO-100098,2/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,4,28,10,Debit Card,46-55,Female,Pretoria,Rep 12
SO-100099,5/15/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,8,20,5,Credit Card,26-35,Female,Pretoria,Rep 7
SO-100100,11/18/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,15,Debit Card,36-45,Female,Johannesburg,Rep 19
SO-100101,1/4/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,10,Debit Card,36-45,Female,Cape Town,Rep 10
SO-100102,3/11/2025,South Africa,P2003,Organic Honey,Grocery,15,5,9,10,Mobile Payment,26-35,Female,Cape Town,Rep 13
SO-100103,12/24/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,0,Mobile Payment,18-25,Male,Johannesburg,Rep 12
SO-100104,3/23/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,10,20,0,Cash,46-55,Female,Johannesburg,Rep 2
SO-100105,2/10/2025,South Africa,P3002,Blender Pro,Home Appliances,120,10,85,15,Debit Card,26-35,Male,Pretoria,Rep 19
SO-100106,4/26/2025,South Africa,P3002,Blender Pro,Home Appliances,120,7,85,15,Mobile Payment,26-35,Female,Cape Town,Rep 17
SO-100107,6/20/2025,South Africa,P2003,Organic Honey,Grocery,15,5,9,15,Credit Card,18-25,Female,Pretoria,Rep 19
SO-100108,6/18/2025,South Africa,P1002,Laptop Air,Electronics,1100,1,880,15,Cash,36-45,Male,Pretoria,Rep 10
SO-100109,9/24/2025,South Africa,P1001,Smartphone X,Electronics,800,8,620,5,Debit Card,18-25,Male,Johannesburg,Rep 14
SO-100110,3/16/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,0,Debit Card,26-35,Female,Cape Town,Rep 19
SO-100111,3/9/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,15,Mobile Payment,46-55,Female,Pretoria,Rep 15
SO-100112,2/7/2025,South Africa,P3002,Blender Pro,Home Appliances,120,1,85,15,Cash,26-35,Male,Pretoria,Rep 17
SO-100113,4/26/2025,South Africa,P2004,Spices Pack,Grocery,9,8,4,5,Credit Card,46-55,Male,Pretoria,Rep 16
SO-100114,10/6/2025,South Africa,P1002,Laptop Air,Electronics,1100,6,880,0,Mobile Payment,46-55,Female,Cape Town,Rep 4
SO-100115,1/11/2025,South Africa,P4001,Skincare Kit,Personal Care,50,1,28,10,Debit Card,46-55,Male,Johannesburg,Rep 14
SO-100116,10/11/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,1,95,10,Credit Card,26-35,Female,Cape Town,Rep 5
SO-100117,3/14/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,1,95,0,Debit Card,46-55,Male,Pretoria,Rep 6
SO-100118,9/20/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,5,Debit Card,18-25,Male,Johannesburg,Rep 9
SO-100119,3/10/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,7,165,0,Mobile Payment,36-45,Male,Pretoria,Rep 2
SO-100120,12/24/2025,South Africa,P4001,Skincare Kit,Personal Care,50,10,28,5,Cash,36-45,Male,Cape Town,Rep 9
SO-100121,4/5/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,10,Cash,46-55,Male,Johannesburg,Rep 5
SO-100122,12/30/2025,South Africa,P2003,Organic Honey,Grocery,15,9,9,15,Credit Card,18-25,Male,Pretoria,Rep 17
SO-100123,12/14/2025,South Africa,P1002,Laptop Air,Electronics,1100,1,880,15,Mobile Payment,46-55,Male,Johannesburg,Rep 2
SO-100124,1/12/2025,South Africa,P1001,Smartphone X,Electronics,800,9,620,10,Mobile Payment,26-35,Male,Cape Town,Rep 9
SO-100125,3/5/2025,South Africa,P4001,Skincare Kit,Personal Care,50,6,28,0,Credit Card,18-25,Female,Cape Town,Rep 6
SO-100126,11/4/2025,South Africa,P3002,Blender Pro,Home Appliances,120,6,85,15,Cash,26-35,Male,Pretoria,Rep 11
SO-100127,2/9/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,5,Cash,36-45,Male,Johannesburg,Rep 17
SO-100128,5/15/2025,South Africa,P2003,Organic Honey,Grocery,15,3,9,15,Mobile Payment,18-25,Female,Johannesburg,Rep 10
SO-100129,8/13/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,3,165,10,Mobile Payment,46-55,Female,Johannesburg,Rep 9
SO-100130,12/5/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,10,Cash,46-55,Male,Cape Town,Rep 11
SO-100131,10/7/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,5,Cash,46-55,Female,Cape Town,Rep 17
SO-100132,8/5/2025,South Africa,P1002,Laptop Air,Electronics,1100,6,880,15,Credit Card,18-25,Female,Pretoria,Rep 16
SO-100133,7/3/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,5,Credit Card,26-35,Male,Johannesburg,Rep 11
SO-100134,9/14/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Debit Card,46-55,Female,Cape Town,Rep 12
SO-100135,12/26/2025,South Africa,P2003,Organic Honey,Grocery,15,9,9,10,Cash,18-25,Female,Johannesburg,Rep 2
SO-100136,4/13/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,3,95,10,Mobile Payment,18-25,Male,Cape Town,Rep 14
SO-100137,8/25/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,5,Credit Card,26-35,Male,Johannesburg,Rep 13
SO-100138,7/9/2025,South Africa,P3002,Blender Pro,Home Appliances,120,2,85,5,Debit Card,46-55,Female,Cape Town,Rep 6
SO-100139,4/23/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,0,Credit Card,46-55,Male,Pretoria,Rep 7
SO-100140,10/25/2025,South Africa,P3002,Blender Pro,Home Appliances,120,1,85,5,Debit Card,46-55,Male,Johannesburg,Rep 6
SO-100141,11/2/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,1,95,0,Debit Card,36-45,Male,Johannesburg,Rep 15
SO-100142,2/11/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,15,Debit Card,36-45,Female,Johannesburg,Rep 18
SO-100143,5/15/2025,South Africa,P4001,Skincare Kit,Personal Care,50,2,28,15,Credit Card,18-25,Female,Pretoria,Rep 14
SO-100144,2/8/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,9,165,5,Cash,46-55,Female,Cape Town,Rep 3
SO-100145,10/31/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,10,Cash,18-25,Male,Johannesburg,Rep 13
SO-100146,11/18/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,15,Mobile Payment,18-25,Female,Cape Town,Rep 16
SO-100147,12/1/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,15,Credit Card,36-45,Female,Cape Town,Rep 9
SO-100148,6/21/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,5,Mobile Payment,18-25,Female,Cape Town,Rep 7
SO-100149,8/16/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,0,Cash,18-25,Male,Pretoria,Rep 18
SO-100150,11/27/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,6,20,0,Cash,36-45,Male,Cape Town,Rep 1
SO-100151,5/6/2025,South Africa,P2003,Organic Honey,Grocery,15,4,9,0,Debit Card,46-55,Male,Johannesburg,Rep 2
SO-100152,7/8/2025,South Africa,P2003,Organic Honey,Grocery,15,5,9,5,Debit Card,18-25,Male,Cape Town,Rep 12
SO-100153,10/15/2025,South Africa,P2004,Spices Pack,Grocery,9,4,4,15,Mobile Payment,46-55,Male,Pretoria,Rep 6
SO-100154,11/24/2025,South Africa,P3002,Blender Pro,Home Appliances,120,3,85,5,Cash,36-45,Male,Pretoria,Rep 17
SO-100155,8/17/2025,South Africa,P1001,Smartphone X,Electronics,800,4,620,5,Mobile Payment,36-45,Male,Pretoria,Rep 10
SO-100156,3/15/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,10,20,10,Cash,26-35,Female,Pretoria,Rep 20
SO-100157,8/6/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,10,Credit Card,18-25,Female,Johannesburg,Rep 1
SO-100158,12/1/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,6,20,0,Debit Card,18-25,Male,Pretoria,Rep 12
SO-100159,4/6/2025,South Africa,P2003,Organic Honey,Grocery,15,6,9,10,Cash,36-45,Female,Pretoria,Rep 18
SO-100160,12/3/2025,South Africa,P2004,Spices Pack,Grocery,9,10,4,0,Mobile Payment,46-55,Female,Johannesburg,Rep 8
SO-100161,4/20/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,15,Cash,26-35,Male,Pretoria,Rep 5
SO-100162,3/7/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,15,Debit Card,18-25,Male,Pretoria,Rep 14
SO-100163,6/19/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,5,Mobile Payment,36-45,Male,Pretoria,Rep 8
SO-100164,4/11/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,5,Cash,36-45,Female,Cape Town,Rep 8
SO-100165,3/12/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,15,Cash,46-55,Female,Pretoria,Rep 1
SO-100166,12/18/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,15,Credit Card,26-35,Female,Pretoria,Rep 6
SO-100167,10/4/2025,South Africa,P4001,Skincare Kit,Personal Care,50,8,28,15,Credit Card,26-35,Male,Pretoria,Rep 13
SO-100168,1/12/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,5,Debit Card,36-45,Female,Pretoria,Rep 2
SO-100169,4/25/2025,South Africa,P1002,Laptop Air,Electronics,1100,5,880,15,Debit Card,46-55,Female,Johannesburg,Rep 8
SO-100170,11/21/2025,South Africa,P2004,Spices Pack,Grocery,9,3,4,10,Mobile Payment,18-25,Male,Johannesburg,Rep 15
SO-100171,6/27/2025,South Africa,P2003,Organic Honey,Grocery,15,3,9,15,Cash,46-55,Male,Cape Town,Rep 18
SO-100172,5/22/2025,South Africa,P3002,Blender Pro,Home Appliances,120,7,85,10,Mobile Payment,26-35,Female,Johannesburg,Rep 2
SO-100173,10/24/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,5,Debit Card,18-25,Female,Pretoria,Rep 5
SO-100174,1/12/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,5,Mobile Payment,36-45,Female,Johannesburg,Rep 4
SO-100175,4/11/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,0,Credit Card,36-45,Male,Johannesburg,Rep 1
SO-100176,5/3/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,10,Cash,46-55,Male,Cape Town,Rep 3
SO-100177,5/8/2025,South Africa,P2003,Organic Honey,Grocery,15,1,9,10,Credit Card,46-55,Female,Cape Town,Rep 20
SO-100178,7/27/2025,South Africa,P4001,Skincare Kit,Personal Care,50,5,28,5,Mobile Payment,18-25,Female,Pretoria,Rep 1
SO-100179,11/7/2025,South Africa,P2003,Organic Honey,Grocery,15,6,9,5,Credit Card,18-25,Male,Cape Town,Rep 5
SO-100180,1/28/2025,South Africa,P1002,Laptop Air,Electronics,1100,2,880,5,Mobile Payment,18-25,Female,Pretoria,Rep 16
SO-100181,4/4/2025,South Africa,P2003,Organic Honey,Grocery,15,6,9,15,Debit Card,46-55,Male,Johannesburg,Rep 4
SO-100182,10/3/2025,South Africa,P1002,Laptop Air,Electronics,1100,2,880,0,Debit Card,26-35,Male,Cape Town,Rep 4
SO-100183,2/25/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,8,20,5,Mobile Payment,26-35,Female,Johannesburg,Rep 4
SO-100184,1/30/2025,South Africa,P2003,Organic Honey,Grocery,15,10,9,10,Cash,26-35,Male,Johannesburg,Rep 18
SO-100185,7/17/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,5,Mobile Payment,36-45,Male,Cape Town,Rep 3
SO-100186,8/13/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,5,Cash,18-25,Male,Cape Town,Rep 1
SO-100187,9/10/2025,South Africa,P1001,Smartphone X,Electronics,800,1,620,0,Cash,46-55,Female,Cape Town,Rep 6
SO-100188,3/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,4,28,5,Credit Card,18-25,Female,Johannesburg,Rep 8
SO-100189,3/2/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,5,Mobile Payment,36-45,Female,Johannesburg,Rep 17
SO-100190,8/21/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,5,165,0,Credit Card,36-45,Female,Johannesburg,Rep 16
SO-100191,6/26/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,5,95,0,Mobile Payment,46-55,Male,Pretoria,Rep 17
SO-100192,3/25/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,0,Credit Card,46-55,Female,Johannesburg,Rep 7
SO-100193,2/23/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,5,165,10,Mobile Payment,46-55,Female,Pretoria,Rep 6
SO-100194,8/29/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,10,Credit Card,18-25,Male,Pretoria,Rep 4
SO-100195,1/14/2025,South Africa,P1002,Laptop Air,Electronics,1100,6,880,15,Credit Card,26-35,Male,Johannesburg,Rep 13
SO-100196,9/23/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,5,Mobile Payment,26-35,Male,Johannesburg,Rep 20
SO-100197,8/3/2025,South Africa,P1001,Smartphone X,Electronics,800,8,620,0,Credit Card,26-35,Male,Cape Town,Rep 4
SO-100198,6/8/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,5,Debit Card,26-35,Male,Cape Town,Rep 11
SO-100199,12/11/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,2,95,10,Cash,18-25,Male,Cape Town,Rep 18
